ticket_id,customer_id,issue_category,priority,submission_date,resolution_date,resolution_status,resolution_time_hours,customer_satisfaction_score,notes
6468c68c-da69-47d2-80ae-3636160f4799,2c8af9fd-5039-4d12-b7ea-7673a32f0212,Product Inquiry,Low,2022-10-03 00:00:00,2022-10-07 06:00:00,Resolved,102.0,3.0,Stock availability inquiry for Bose Headphones.
bc1f7208-caec-4e96-9b4c-3c8c5f80f9c7,0e756ed0-4d96-4a3f-87b3-7b5246577999,Technical,Medium,2024-01-19 00:00:00,2024-01-19 20:00:00,Resolved,20.0,5.0,Refrigerator displaying error code during operation.
c5054f9e-8efd-4a38-911e-073983e43af9,5734955b-cba2-4fdb-b147-9cd2b3a217e8,Billing,High,2022-05-16 00:00:00,2022-05-16 15:00:00,Resolved,15.0,5.0,Customer inquiring about refund status for returned Dining Table.
f9ab1ac3-083f-463c-975e-09d274533334,f485d789-2271-47e1-a43a-2f2577db73d9,Shipping,Medium,2024-05-27 00:00:00,2024-05-28 04:00:00,Resolved,28.0,3.0,Package containing Coffee Maker was delivered to wrong address.
e4de393b-ca36-4b30-bf11-5156b01c1753,7c99b6c8-88af-4940-9c8d-c10d252c8793,Account Issue,Medium,2021-05-26 00:00:00,2021-05-26 11:00:00,Resolved,11.0,3.0,
75ea2250-34ad-4a8c-aa35-df6610ed9c1d,024d0cb0-182a-4269-aff2-1671cb533e27,Shipping,Medium,2025-02-19 00:00:00,2025-02-19 08:00:00,Resolved,8.0,2.0,Customer requesting address change for shipment of Area Rug.
798a795f-e8b1-4189-a240-fb46dee60c7c,da9d9e65-1998-481d-8fae-d3e45a1fc12f,Product Inquiry,Medium,2024-10-20 00:00:00,2024-10-22 06:00:00,Resolved,54.0,,Stock availability inquiry for Nintendo Switch.
4cf07603-929d-4a9b-86df-d4906913e8e9,6b691781-7b44-448f-90b9-0240b29de65c,Technical,High,2023-10-03 00:00:00,2023-10-04 06:00:00,Resolved,30.0,,Area Rug not powering on after purchase.
48622e58-7912-4cac-b0c3-5e432f549cd2,fb49f49d-b31b-47e7-bcbd-cd3415ca7af4,Returns,High,2024-03-20 00:00:00,2024-03-20 19:00:00,Resolved,19.0,3.0,Customer received damaged Coffee Maker and wants to return it.
6db2a2f9-050f-4f8e-942a-c1b7d8899f55,21a5c17a-7a10-4d0f-8d21-37374f3e12f0,Returns,Low,2025-01-29 00:00:00,2025-02-01 23:00:00,Resolved,95.0,3.0,Customer requesting return authorization for iPhone.
265bd7a2-43e8-44db-a667-0f8114857157,e0042336-813a-4671-b9a3-3c18f189a70a,Returns,Medium,2024-02-14 00:00:00,2024-02-16 18:00:00,Resolved,66.0,4.0,Customer received damaged Dining Table and wants to return it.
c1ab3448-61a6-4c0e-841e-c00b0cd3aa15,39244d87-9153-4987-919a-1d7ff3176eb2,Technical,Medium,2025-01-16 00:00:00,2025-01-16 20:00:00,Resolved,20.0,5.0,Setup assistance needed for iPad.
cb3b9de9-e31d-46a0-8cfa-d66d5f3c438d,bc4d49c8-757b-498b-9e50-0c006e1cacf5,Returns,Medium,2024-12-24 00:00:00,2024-12-25 02:00:00,Resolved,26.0,3.0,Customer requesting return policy extension for Refrigerator.
fd5aa891-4809-46d6-a641-cb40efeb36c6,881e9d1a-7cad-4dde-b071-f2431a23df26,Shipping,High,2021-04-23 00:00:00,2021-04-23 12:00:00,Resolved,12.0,2.0,Customer inquiring about delayed shipment of Bose Headphones.
3091de36-c933-44ce-a324-ce68fb48d4b3,5217ca15-9ea8-4850-9740-6aca4fa17ae0,Technical,Medium,2024-02-15 00:00:00,2024-02-15 20:00:00,Resolved,20.0,4.0,Customer reporting connectivity issues with Dining Table.
6c489b1f-200c-4034-bbb1-0d4e320e085d,9c5231ae-d5d3-45fb-8c97-8415237cbf94,Technical,Medium,2024-06-08 00:00:00,2024-06-08 10:00:00,Resolved,10.0,4.0,
cf070f4d-aa2a-4ef9-bc9d-16c26280260d,c83e7890-0676-4be5-9398-fd8a68c89d4b,Technical,High,2025-01-01 00:00:00,2025-01-02 05:00:00,Resolved,29.0,3.0,Customer reporting connectivity issues with iPhone.
11077ef8-174d-4af3-8071-b52d2dea1aea,73a2f12d-a139-44c6-8504-ac23b148112a,Returns,Medium,2024-12-14 00:00:00,2024-12-14 09:00:00,Resolved,9.0,1.0,Customer received damaged iPhone and wants to return it.
11a7f572-8669-4b77-b76a-18a23101ab49,1ae25a6d-9b2f-41e8-81e9-409f63c7df3d,Product Inquiry,Low,2024-07-10 00:00:00,,,,,Customer inquiring about Area Rug compatibility with their existing setup.
09891896-997b-4f39-b464-f91060f03fcb,d2d486b9-432f-41da-a063-8a25f376c224,Returns,Low,2024-09-14 00:00:00,2024-09-15 06:00:00,Resolved,30.0,3.0,Customer requesting return policy extension for MacBook.
56714008-38eb-4872-a943-d0431e2f1431,e8bbbdf8-3c0f-4da9-91e4-2f954d6fe936,Billing,Medium,2024-10-02 00:00:00,2024-10-02 08:00:00,Resolved,8.0,3.0,Customer inquiring about refund status for returned Sofa.
325d7e07-4d66-458e-86c4-cd885c65601b,b9954ca4-7591-4a3b-a7b9-15671d2ab6d1,,Medium,2022-02-14 00:00:00,2022-02-15 12:00:00,Resolved,36.0,4.0,Customer experiencing software issues with iPhone.
8fe768e6-78c2-47cc-bb4f-4d5016d8bac5,d73d610f-d564-48a3-9c38-4b37f304c6a6,Returns,High,2024-08-23 00:00:00,2024-08-23 23:00:00,Resolved,23.0,4.0,Customer requesting return authorization for Sony TV.
62fa984d-9717-4b45-a395-b06296e46f00,8b5bc414-8470-4b81-9dd4-7a4cec822e75,Returns,High,2024-03-24 00:00:00,2024-03-25 08:00:00,Resolved,32.0,4.0,Customer requesting return authorization for Cookware Set.
73984a4a-a875-437a-a5e3-f0c6d3fdd910,cb80441e-9e18-422f-bbe6-327e0210469a,Returns,Medium,2023-12-11 00:00:00,2023-12-11 06:00:00,Resolved,6.0,2.0,Customer requesting return policy extension for Refrigerator.
6a2dee75-96b5-405b-b9ab-3c1255e9a514,75d977f1-3a89-497a-a810-eb8ae33c4859,Website Issue,Low,2023-04-14 00:00:00,2023-04-18 13:00:00,Resolved,109.0,3.0,Customer unable to reset password on website.
accb4d53-0ec5-4175-a58e-4521a72c6124,ab5934d5-15c9-49ef-ba31-aefced82ca6c,Returns,Medium,2022-11-23 00:00:00,2022-11-25 13:00:00,Resolved,61.0,3.0,Customer experiencing buyer's remorse for Nintendo Switch.
4223110f-8f1c-486c-9301-38570ebf39c1,966dd2d4-951f-404a-8213-41bf214e6184,Technical,Low,2024-10-18 00:00:00,2024-10-21 08:00:00,Resolved,,2.0,Customer reporting connectivity issues with Cookware Set.
2b226bad-29a7-4fd3-8af7-11342a55f9a9,838aa59a-3e49-4bf0-9fdb-52c98b892d8e,Website Issue,Low,2025-02-17 00:00:00,2025-02-19 13:00:00,Resolved,61.0,5.0,Customer unable to reset password on website.
0cfc2590-b27c-477a-b266-5f30318a087f,9fae95bd-5702-444f-b1b0-26d3dc6637c6,Technical,High,2024-09-03 00:00:00,2024-09-04 11:00:00,Resolved,35.0,3.0,MacBook not powering on after purchase.
fe2e7dd7-02d2-4499-8cfb-6f1d680a0aaf,db7f08aa-4762-4547-9f7d-04f58a9d6444,Website Issue,Medium,2023-08-21 00:00:00,2023-08-23 12:00:00,Resolved,60.0,2.0,Customer account login issues on the website.
83d17f95-93c1-4970-8e46-9d8f8d7c58e1,de936d66-ac22-4724-9a40-93e3c77fa2af,Account Issue,Low,2024-03-21 00:00:00,2024-03-23 09:00:00,Resolved,57.0,5.0,Customer unable to update payment information in account.
da31d078-3dce-4c54-826b-40cacafc5eff,787c5abc-ca1a-4ec8-a128-9eb4da98a66d,Billing,Low,2021-11-05 00:00:00,2021-11-08 05:00:00,Resolved,77.0,4.0,Billing address verification failed during checkout.
ab9513c8-e757-4503-b760-dc15d9dc1f42,7078bb8e-29da-4e15-8ac7-86ef2df808c7,Returns,Medium,2022-12-18 00:00:00,2022-12-20 07:00:00,Resolved,55.0,3.0,Customer received damaged Samsung Galaxy and wants to return it.
f23c585b-8fb0-432b-89fd-4640b2d82741,47492b84-48b7-449e-9ae8-d5dacbfce8e1,Product Inquiry,Medium,2021-12-13 00:00:00,,Escalated,,,Customer inquiring about Sofa compatibility with their existing setup.
23fa264a-fe25-4820-8170-56220f1cea7d,75ff6efb-f8e3-4722-aed6-6ce804b0c5b3,Returns,Medium,2024-02-20 00:00:00,2024-02-20 23:00:00,Resolved,23.0,4.0,Customer received damaged Bose Headphones and wants to return it.
50679fbf-27e0-4b8f-b88e-52c60ddf3da9,8b43235f-439e-45c1-ae42-0b948685d581,Website Issue,Low,2024-11-09 00:00:00,,Pending,,,Customer reporting website error when browsing iPhone category.
a58c5f3e-9a4a-480e-abf2-0b6d6c0d4298,962bdf8c-04f3-4484-b924-d637c4a1d585,Account Issue,Medium,2023-10-30 00:00:00,2023-11-01 01:00:00,Resolved,49.0,5.0,Customer requesting to merge duplicate accounts.
58f059aa-f072-4b24-bcfe-b7496322be7a,cce9a324-cb00-4a0d-9af9-7cbe2ddcd910,Account Issue,Medium,2024-10-08 00:00:00,2024-10-08 06:00:00,Resolved,6.0,5.0,Customer requesting to merge duplicate accounts.
75714371-2231-4b4d-a6bc-eaec574ec1bc,58d7d758-05d6-47da-b76b-8e44d6256b1e,Returns,Medium,2022-11-07 00:00:00,2022-11-09 15:00:00,Resolved,63.0,4.0,Customer wants to exchange Sofa for a different model.
72f840e6-9168-4043-aa65-71d7f3fbfb4f,29c3873d-6a22-4472-af5c-67b9e8fe949a,Returns,High,2024-10-20 00:00:00,2024-10-20 09:00:00,Resolved,9.0,5.0,Customer requesting return policy extension for iPhone.
a5956a61-0ddd-4730-ad96-8aa96d642b37,4a9446f8-fb50-481b-8c04-eba3203101c5,Billing,Low,2024-11-15 00:00:00,2024-11-17 00:00:00,,48.0,3.0,Customer couldn't apply discount code at checkout.
3767d5a0-ba5e-4a6b-a3c3-a9f81f72be37,bab847d4-dbf7-4f45-be18-c2825da4b6f2,Account Issue,Medium,2023-07-03 00:00:00,2023-07-04 22:00:00,Resolved,46.0,5.0,Customer unable to update payment information in account.
c718ef72-9285-4737-a25c-ac35cf0f015f,88e6f574-3e9e-4342-96d6-2690b1b46a08,Shipping,Low,2024-12-23 00:00:00,2024-12-24 09:00:00,Resolved,,3.0,Customer inquiring about delayed shipment of Dell Laptop.
ba6b1e7b-4fce-4aac-abc3-5e8297114584,1765889e-951c-40cf-9cc1-5789b02a3053,Website Issue,Medium,2023-12-22 00:00:00,2023-12-24 19:00:00,Resolved,67.0,4.0,Customer account login issues on the website.
214906f6-aee8-495c-9a37-5a1db1102dbe,846b3da1-950a-4c2b-ba33-14eb0ae28146,Shipping,Medium,2024-12-03 00:00:00,2024-12-05 20:00:00,Resolved,68.0,5.0,Customer inquiring about delayed shipment of Bose Headphones.
909d8161-1f16-4b87-87ea-fa164e238087,9f9b54f3-bdec-42cc-91b8-f9583e92f566,Account Issue,Medium,2022-07-17 00:00:00,2022-07-27 00:00:00,Closed without Resolution,240.0,2.0,Customer unable to update payment information in account.
a9cfd378-84f5-4388-8fbb-f27f2ffb5f96,a6f73627-ff31-46eb-b880-3368d8a1a134,Account Issue,Low,2023-12-28 00:00:00,2023-12-30 21:00:00,Resolved,,5.0,Customer unable to update payment information in account.
50212c69-3749-406e-ad4a-6434facb0ac9,e8eadaa4-5f1e-4e85-808e-54e9928cff0a,Shipping,Medium,2021-05-23 00:00:00,2021-05-24 00:00:00,Resolved,24.0,4.0,Customer inquiring about delayed shipment of Amazon Echo.
2bd09624-5438-4cdd-bed8-d496d4f5fb84,4c9aeaa5-7ef3-42e3-8c22-6861931db527,Product Inquiry,Low,2024-12-06 00:00:00,,Pending,,,Customer requesting recommendations for products similar to iPhone.
ba26f9d9-7f36-4bcd-9877-bab4dc3689ff,09c46c01-06a1-4842-981f-de0c4eff1d6d,Account Issue,High,2024-01-31 00:00:00,2024-02-01 16:00:00,Resolved,40.0,4.0,Customer unable to update payment information in account.
69b5eae4-3df0-4bbd-b334-0ff284cfbb91,526def1d-8308-4150-9089-62b39a039bf9,Account Issue,Low,2024-10-27 00:00:00,2024-10-30 15:00:00,Resolved,87.0,3.0,Customer unable to view order history in account.
eef1693f-aeb0-4927-9e9e-5a0e289ab758,c5b0b954-85ad-4a7c-9406-3d0a37f8c733,Returns,Low,2024-12-30 00:00:00,2025-01-02 09:00:00,Resolved,81.0,,Customer wants to exchange Samsung Galaxy for a different model.
8366f84d-b921-4a6a-a3aa-e58c9777a53a,475fe6d4-438b-4ea6-a380-c923102b5739,Website Issue,Medium,2024-06-16 00:00:00,2024-06-16 20:00:00,Resolved,20.0,5.0,Customer reporting website error when browsing Coffee Maker category.
bbd39b81-5a9b-4c01-8c08-a22816c16323,97a149a4-6927-4f7f-a071-11a0c42bf684,Billing,Medium,2025-02-10 00:00:00,2025-02-11 05:00:00,Resolved,29.0,4.0,Customer inquiring about refund status for returned Nintendo Switch.
4a3d19e4-7b3f-4b63-a190-c6b0d05c4cc3,7e021862-0eb8-49c2-8849-5c1512de15b0,Product Inquiry,Low,2023-02-19 00:00:00,2023-02-21 06:00:00,Resolved,54.0,2.0,Customer asking about warranty coverage for Samsung Galaxy.
a512045a-faf9-425d-92ad-d5d2a6bf916b,d679781f-c899-4fe2-bb98-20ef3b2c6478,Website Issue,High,2024-11-13 00:00:00,2024-11-13 10:00:00,Resolved,10.0,4.0,Customer unable to reset password on website.
d407d117-bf94-4a55-b265-8212b4d2a92c,cd1284b2-9a3b-46bb-8939-f405f6ce819f,Product Inquiry,Low,2023-03-04 00:00:00,2023-03-06 02:00:00,Resolved,50.0,5.0,Stock availability inquiry for Coffee Maker.
7d3f05d3-f3b5-457b-aa47-44f041f09c60,3eb2fa6f-4d4f-45d4-85b1-f22d94e8308d,Account Issue,Low,2024-10-10 00:00:00,2024-10-12 20:00:00,Resolved,68.0,3.0,Customer unable to view order history in account.
9ddccfed-adbc-4813-8355-36bc57aafb63,b2c91f8f-4394-4c42-8383-899927f2d8e6,Website Issue,Low,2024-05-13 00:00:00,2024-05-15 16:00:00,Resolved,64.0,4.0,Customer account login issues on the website.
6e97ea6c-4df7-4d76-b710-39a1a845a8ad,7af821d6-e33c-4e86-9001-4d648b11ddca,Billing,High,2023-02-11 00:00:00,2023-02-11 06:00:00,Resolved,6.0,4.0,Customer was charged twice for the same Bose Headphones.
84d5d1db-6763-4641-93fa-2d16f65fa40a,237ff620-4c86-40bc-8bf0-6eb02d40d92a,Technical,Medium,2025-02-04 00:00:00,,,,,Customer reporting connectivity issues with Sony TV.
093750df-0db2-430b-ab75-3eb0bd98e45a,9f6becce-e372-4824-bf6a-db09c1779792,Website Issue,Medium,2024-06-04 00:00:00,2024-06-04 15:00:00,Resolved,15.0,5.0,Images not loading on Bose Headphones page.
80958347-5370-486b-8848-799c52c5de72,cdaa68f6-59f9-4956-8ecb-919b8e52ed6e,Website Issue,Medium,2023-11-04 00:00:00,2023-11-06 11:00:00,Resolved,59.0,5.0,Customer reporting website error when browsing Area Rug category.
8ddcb731-3234-4efb-9013-852eb6ee0628,4347ede9-02f3-4896-a27d-59175dd1571c,,Medium,2024-12-30 00:00:00,2025-01-01 06:00:00,Resolved,54.0,3.0,Customer reported incorrect charge on their gift card.
99a2b105-6967-4118-95eb-c8e0b6187177,939948aa-c80d-4913-bc24-c78132c8cbe5,Website Issue,Low,2023-07-31 00:00:00,2023-08-03 19:00:00,Resolved,91.0,4.0,Customer unable to complete checkout process on website.
5df8d422-d374-4070-9797-ad64314d40e0,a76871e9-87e2-4da4-a6bf-dfc893947629,Technical,Medium,2024-05-04 00:00:00,2024-05-06 21:00:00,Resolved,69.0,4.0,Dining Table not powering on after purchase.
49558087-1744-4266-9f24-4cf107316539,5545f49c-a1da-4981-a89b-a51c3dd8a9b5,Website Issue,Low,2022-01-03 00:00:00,2022-01-05 04:00:00,Resolved,52.0,3.0,Customer unable to complete checkout process on website.
b1c6ff81-eac3-4876-8289-ac0337c479a1,cac9f97a-81f3-4509-a737-9f57bf08ab24,Shipping,Medium,2024-05-10 00:00:00,,Pending,,,Customer requesting address change for shipment of Bose Headphones.
8b090263-6660-4b0d-942b-cb926b9de720,760eba10-8441-41b3-a59c-d839b997b5b1,Technical,Medium,2024-07-17 00:00:00,2024-07-19 16:00:00,Resolved,64.0,4.0,Setup assistance needed for Samsung Galaxy.
edb0dfee-6d29-4872-8b88-60846b4be880,eac47fd0-390f-4761-b461-8317501cb266,Website Issue,Medium,2024-05-17 00:00:00,2024-05-17 11:00:00,Resolved,11.0,3.0,Customer unable to reset password on website.
78cea73d-bf42-4610-bf69-f284a1010085,ed5c132c-0325-4cfe-829d-9683aa563c9b,Account Issue,Medium,2024-03-05 00:00:00,2024-03-07 05:00:00,Resolved,53.0,5.0,Customer requesting deletion of their account.
f9e2f0dc-7618-4675-b69c-f950258d7480,6a481090-2db6-4879-8241-3f2afd53c370,Website Issue,,2024-04-13 00:00:00,2024-04-15 23:00:00,Resolved,71.0,4.0,Customer unable to reset password on website.
1b3c5f58-0e8d-4c10-bfab-df758bd60915,bcf1319f-148c-4cfb-9103-ff2eaaaaf672,Account Issue,Low,2025-02-08 00:00:00,2025-02-12 09:00:00,Resolved,105.0,1.0,Customer unable to view order history in account.
966c04f9-ca24-4cfb-941e-552d10aa97eb,e8884db5-2815-4f8e-be3d-78ccef639d28,Technical,High,2023-11-13 00:00:00,2023-11-13 17:00:00,Resolved,17.0,5.0,Setup assistance needed for Area Rug.
5463a0b3-6426-4135-b0da-681706f3dec8,399ecc8c-cb4a-491d-b66f-bd668e63234f,Returns,High,2023-12-24 00:00:00,2023-12-24 18:00:00,Resolved,18.0,4.0,Customer requesting return policy extension for MacBook.
02511f8e-a00f-40c1-a178-30bb02d2075d,6cf4dfdb-3058-4f59-af0f-cef176208487,Returns,Medium,2023-10-27 00:00:00,2023-10-29 10:00:00,Resolved,,4.0,Customer received damaged Dining Table and wants to return it.
ef5c0bba-0d0b-49d7-94e0-b2067f43299b,a4bded3f-e626-47b9-9da3-b2f226ae4b56,Billing,Medium,2022-05-15 00:00:00,,Pending,,,Customer reported incorrect charge on their gift card.
c973cb5e-45f6-43c1-8d4e-fd33eb320510,64afc1c8-2eaa-4465-9221-182bdefaa0c8,Shipping,High,2022-12-08 00:00:00,2022-12-09 18:00:00,Resolved,42.0,4.0,Customer inquiring about delayed shipment of Dell Laptop.
b07a9415-e028-40fb-b172-c7ef93cd316f,c3dcc9d8-1130-48cd-89ff-f1a08990ea6c,Shipping,Medium,2023-03-16 00:00:00,,Pending,,,Customer requesting address change for shipment of Refrigerator.
c6d2aa7c-650b-4b47-837f-00ca62b7f122,582b086b-19ae-4b3a-b527-6510e3cd8ec2,Website Issue,Low,2024-10-04 00:00:00,2024-10-06 09:00:00,Resolved,57.0,3.0,Customer unable to reset password on website.
fbcf5397-7894-4e8e-bfcd-72cb8502c5b7,93abf46f-6d3e-4335-a213-8377f923dfc6,Returns,Medium,2024-11-21 00:00:00,2024-11-21 10:00:00,Resolved,10.0,2.0,Customer received damaged Sofa and wants to return it.
fa16cb5f-283f-45a8-9ff6-f301686e1838,784e7393-cb2c-4243-9d21-34e1b9a49a0f,Returns,Low,2020-07-07 00:00:00,2020-07-11 23:00:00,Resolved,119.0,2.0,Customer received damaged Sony TV and wants to return it.
dbdbcc0e-3bc6-4592-aabf-6c02d647b0cd,29524297-e052-4c49-9aad-0d5f4713fe3a,Billing,High,2025-02-23 00:00:00,2025-02-24 10:00:00,Resolved,34.0,2.0,Customer reported incorrect charge on their gift card.
c72b8dbf-76db-482f-b2fd-0487e33d69e6,4c30e132-0704-4459-a509-9eddde934977,Account Issue,Medium,2024-06-26 00:00:00,2024-06-27 21:00:00,Resolved,45.0,5.0,Customer requesting deletion of their account.
bb8ff1d4-73b9-4328-a2a0-590a80d9b0da,b7a2e4dc-b92d-4a91-a550-9df0dab97115,Technical,Medium,2021-09-20 00:00:00,2021-09-22 17:00:00,Resolved,65.0,4.0,Customer experiencing software issues with Dell Laptop.
c3f0f481-2f7f-4b8d-adef-dc046076c25b,82ea596b-3cf4-46bb-9cf8-f5ba0538b175,Technical,High,2023-02-07 00:00:00,2023-02-08 06:00:00,Resolved,30.0,2.0,iPad not powering on after purchase.
