campaign_id,campaign_name,campaign_type,start_date,end_date,target_segment,budget,impressions,clicks,conversions,conversion_rate,roi
38d960e0-eb21-4aa2-b4e1-4783085bfa81,Fall Event 2020,Search Engine Marketing,2020-06-25,2020-08-24,New Customers,25310.65,1782598,69846,7749,11.09,14649.02
d2ea3c5c-edd1-440e-bffa-e89a779d2832,Fall Event 2024,Online Display Ads,2023-12-29,2024-02-12,Middle-aged (41-60),47025.5,3398880,22277,796,3.57,703.55
a396a8e8-7901-43b9-b6bc-041eaee364bd,Fall Extravaganza 2024,Print Advertisement,2024-05-06,2024-06-20,New Customers,0,4461354,27541,0,4.85,276.37
a6949910-e478-4253-9292-fe1968908658,Fall Promotion 2021,Online Display Ads,2021-07-10,2021-07-24,Seniors (60+),40904.42,3773719,21213,625,2.95,213.82
aa60967c-abe6-4c1d-a73b-f6bd869a322d,Fall Promotion 2022,Print Advertisement,2022-09-05,2022-10-20,Southern States,36526.94,0,16783,708,4.22,416.44
50421298-a79c-4bf7-aa50-313122446963,Fall Deals 2022,TV Advertisement,2022-08-16,2022-09-30,Online Shoppers,66486.45,4104122,37842,1502,3.97,975.84
f9a3dcc4-9d7d-427b-badf-0a4f3d531290,Fall Promotion 2024,Online Display Ads,2023-12-29,2024-02-27,Adults (26-40),33128.5,1151619,2404,38,1.58,0
0f9f8235-b50c-4127-937c-5a1a45fd9f71,Fall Sale 2021,Search Engine Marketing,2021-07-31,2021-09-14,Home Improvement,12684.09,748505,0,2974,6.92,9810.99
0796583d-28a2-4336-9ff0-081c519ad815,Fall Special 2022,TV Advertisement,2022-03-25,2022-05-09,Adults (26-40),62770.27,4124308,22385,705,3.15,345.06
578b5c86-505d-4418-91e5-cf0923b36f9d,Flash Blowout 2023,TV Advertisement,2023-11-02,2023-12-02,In-Store Shoppers,102403.58,472152,2864,120,4.19,-74.67
45bf7496-7f94-4163-ad86-d1c8b6a88c8a,Flash Bonanza 2023,Radio Advertisement,2023-02-18,2023-03-20,Southern States,100404.11,2770852,13359,453,3.39,-53.19
d6d54343-657a-49d9-8fed-df41758e98b0,Flash Collection 2021,Print Advertisement,2020-12-21,2021-03-21,Home Improvement,50163.7,513631,4793,164,3.42,-23.24
23f8b4b2-ed67-41ee-960e-34670298be1c,Flash Deals 2023,Email Marketing,2023-11-28,2023-12-12,Southern States,27387.63,2609904,85870,5872,6.84,9972.45
c3820062-46e6-4ab8-9371-94a32ec0afb5,Flash Deals 2025,Print Advertisement,2024-12-19,2025-02-26,Seniors (60+),78226.78,3602687,0,341,2.47,39.82
6402f7d9-e0fc-44e4-8f71-f880497b3e6d,Flash Discount 2023,SMS Marketing,2023-02-25,2023-03-27,In-Store Shoppers,8468.46,384380,1115,19,1.7,-70.58
7e3abf5e-aec1-4541-a86b-63f4092f21d7,Flash Discount 2024,Social Media,2023-11-02,2024-01-31,New Customers,14225.53,969605,12146,163,1.34,97.36
fdd902d9-c6af-42b8-9cd0-89414c896c4b,Flash Event 2025,Email Marketing,2025-01-13,2025-01-20,Southern States,19446.17,1537250,56055,2490,4.44,1684.02
2985e794-ed8c-46b9-91d1-b052bfdae49a,Flash Extravaganza 2021,Social Media,2021-10-10,2021-10-17,Young Adults (18-25),32328.47,644804,4175,146,3.5,63.24
9f255da5-f0e4-46d9-910a-8deae4fe01cc,Flash Extravaganza 2024,,2024-06-30,2024-09-28,Young Adults (18-25),131083.96,8152806,47144,2123,4.5,116.24
af8996a0-16b2-46ab-a0df-bbace2347750,Flash Promotion 2023,Search Engine Marketing,2023-06-17,2023-08-01,Home Improvement,10384.13,763980,25949,2734,10.54,12610.91
32057e76-d786-4702-9a7a-269442533230,Flash Promotion 2024,SMS Marketing,2024-03-28,2024-04-27,Middle-aged (41-60),11095.36,1019649,4673,165,3.53,328.74
786abd6d-e85c-48da-9707-7137892d3997,Flash Sale 2021,Online Display Ads,2021-08-18,2021-09-01,Loyal Customers,44696.86,3883473,0,859,2.45,288.88
204ad49f-41a3-4a2b-95d2-60f23f44c6ba,Flash Sale 2025,In-Store Promotion,2024-12-24,2025-01-07,Online Shoppers,6268.59,166072,0,210,22.11,804.47
2b23c953-1adb-429b-abc4-f03c98004771,Flash Special 2024,Search Engine Marketing,2024-06-16,2024-08-15,Midwest,39929.61,1433229,63373,5151,8.13,3133.02
49fe99c6-27c7-4a41-8ae7-c81a49bec3d5,Holdiay Deals 2020,TV Advertisement,2020-05-19,2020-08-17,East Coast,103900.72,622957,2519,38,1.51,-92.62
0c6ea344-b50d-42e3-bf81-f6927c362e92,Holiday Blowout 2023,SMS Marketing,2023-02-10,2023-05-11,Technology Enthusiasts,25750.57,1440342,9768,114,1.17,94.71
3927eedc-9ae4-4ca6-9020-6ca4278047e2,Holiday Bonanza 2023,Email Marketing,2023-02-21,2023-03-23,Midwest,6885.89,407681,10317,668,6.47,4190.16
f9fcda00-bff1-469d-a688-1b1ff553402b,Holiday Bonanza 2024,In-Store Promotion,2024-11-22,2024-11-29,All Customers,8661.33,299407,0,195,39.63,236.26
a46c8f76-c7e4-43fb-bcea-3b134178e7fb,Holiday Collection 2022,Search Engine Marketing,2022-03-03,2022-03-10,New Customers,18066.65,721363,38987,3916,10.04,8409.83
5bd58ad4-d87b-43d4-8186-19c8261e32c7,Holiday Collection 2023,In-Store Promotion,2023-11-21,2023-11-28,All Customers,7049.21,576291,1133,361,31.86,1817.79
80108080-3ce9-4cb2-8430-5b577f768c73,Holiday Deals 2023,Influencer Marketing,2023-07-23,2023-09-06,Technology Enthusiasts,48103.87,926913,6539,323,4.94,99.65
f3828530-dd86-4772-a498-b577d538f459,Holiday Deals 2024,Search Engine Marketing,2024-11-07,2024-12-07,Home Improvement,38661.94,1634263,70753,0,8.43,5727.17
4a28fb0a-3344-480c-87cf-1c922e1f2a99,Holiday Discount 2023,Search Engine Marketing,2023-10-20,2023-11-03,Technology Enthusiasts,35260.38,673406,52798,5912,11.2,5426.25
c5069066-41f9-49c1-801c-ee40a3245010,Holiday Specials 2023,Influencer Marketing,2023-09-14,2023-09-21,Kitchen Enthusiasts,42869.88,3243715,5208,250,4.8,-37.36
500eb2cd-30af-49e0-8947-cbbdf7bd9819,Holiday Event 2022,Online Display Ads,2022-06-14,2022-06-28,Technology Enthusiasts,12099.25,65978,618,12,1.94,-83.92
9d353d4f-ae43-43fc-a345-68cdf66c59d2,Holiday Event 2023,Radio Advertisement,2022-11-19,2023-01-03,Adults (26-40),51215.09,1934603,18822,848,4.51,370.42
3832bb51-f2b0-4c4c-94a8-b7d1a727c7f6,Holiday Promotion 2023,Online Display Ads,2023-01-23,2023-04-23,Seniors (60+),22383.81,2051075,3682,126,3.42,100.02
8f5445ca-e169-4184-a136-9d616e7027df,Holiday Extravaganza 2022,Radio Advertisement,2022-03-03,2022-06-01,In-Store Shoppers,51189.65,4043444,29215,1108,3.79,446.68
9c5d79da-1b80-4df3-95f3-c6ad8188efa5,Holiday Promotion 2020,SMS Marketing,2020-06-27,2020-08-11,East Coast,26123.52,1012040,8141,209,2.57,108.5
48ddef4d-27dd-4b5c-b804-2f0756a338e0,Holiday Promotion 2021,TV Advertisement,2021-03-08,2021-06-06,East Coast,184381.09,0,169299,5847,3.45,777.08
b8499835-5146-4e73-b610-1c22175302aa,Limited Time Blowout 2021,Online Display Ads,2021-10-16,2021-12-15,Middle-aged (41-60),19959.38,931021,5070,154,3.04,53.2
164f5d5d-7170-4cb3-8161-4c46dded7cd1,Limited Time Blowout 2024,Search Engine Marketing,2024-06-29,2024-08-13,All Customers,13067.69,1133844,44577,5178,11.62,9775.31
0c7de89e-aba6-4df6-b76a-d50f3f5fb867,Limited Time Blowout 2025,Search Engine Marketing,2025-01-18,2025-02-26,Middle-aged (41-60),41806.13,3764537,0,30865,12.63,11773.16
248a17d2-cf4a-41c7-bd29-026b068cac18,Limited Time Bonanza 2020,Print Advertisement,2020-08-05,2020-10-04,Adults (26-40),48248.05,823406,5400,190,3.52,8.97
ad77a131-c901-465e-9139-65476a966592,Limited Time Bonanza 2022,TV Advertisement,2021-10-30,2022-01-28,Technology Enthusiasts,190445.44,6615617,44488,861,1.94,61.22
c41f7d29-72bb-4a9e-9f8f-b5fa7b6f594f,Limited Time Bonanza 2023,Search Engine Marketing,2022-11-22,2023-01-21,All Customers,27202.83,1721721,116252,12423,10.69,20764.6
79971f60-bce5-4306-b48e-e10277393351,Limited Time Collection 2020,,2020-08-21,2020-09-04,Seniors (60+),34173.69,3135948,56400,1515,2.69,1386.56
de18d3d0-222f-443b-b26f-a71728b688b7,Limited Time Collection 2023,Radio Advertisement,2023-10-01,2023-11-15,Southern States,81799.11,6715314,31419,823,2.62,374.38
d1b8ef62-c3eb-40e4-9b8d-7cca2d10e749,Limited Time Deals 2022,Email Marketing,2022-08-10,2022-09-24,Young Adults (18-25),6995.41,363471,11525,376,3.26,1838.24
e19a9899-afca-432f-bf89-9503b89bd983,Limited Time Event 2021,Search Engine Marketing,2021-02-01,2021-05-02,Online Shoppers,31059.19,455153,22523,1542,6.85,957.42
3398c829-9f8a-4aef-b771-41e37228f98f,Limited Time Event 2023,Social Media,2023-09-26,2023-10-26,Southern States,15025.04,677445,12772,491,3.84,822.33
448c84c0-741b-4756-8f8f-9cc3a66770de,Limited Time Extravaganza 2023,Online Display Ads,2023-02-11,2023-03-28,Kitchen Enthusiasts,21433.07,1919959,4824,169,3.5,223.22
6a34ca6c-b4eb-4a22-86ab-4142d2ba5b37,Limited Time Extravaganza 2024,Search Engine Marketing,2024-08-12,2024-10-11,West Coast,17402.4,1580372,84823,5543,6.53,6252.91
cba61b62-936e-4b40-9abd-29329d6b4a1b,Limited Time Promotion 2024,In-Store Promotion,2024-04-27,2024-06-26,Southern States,19128.17,111624,671,252,37.56,137.63
152bbef1-7ced-46ec-b252-fb396a78261e,Limited Time Promotion 2020,Influencer Marketing,2020-11-12,2020-11-26,Technology Enthusiasts,42749.22,2762249,27008,634,2.35,558.13
25934dac-0eac-47e8-bc4a-7ee588fdc8e1,Limited Time Sale 2021,Online Display Ads,2021-11-01,2021-12-31,Online Shoppers,13865.94,382968,1738,37,2.13,-32.23
3de639fc-f687-440f-bccf-d3700a3d38b8,Limited Time Special 2021,Print Advertisement,2021-08-12,2021-11-10,Loyal Customers,75307.55,6930900,51264,1873,3.65,1037.3
1eb5ec7f-abfc-4f66-9064-b3fd95d1a195,New Year Bonanza 2020,In-Store Promotion,2020-10-14,2020-10-21,In-Store Shoppers,20549.06,117250,741,209,28.21,386.33
763bbec3-5737-4e26-bc22-a157d709f264,New Year Bonanza 2024,In-Store Promotion,2024-11-09,2024-12-24,Southern States,25282.6,907743,3887,1520,39.1,1890.77
ab819a82-dc51-4f12-b44f-9cc694bf2fab,New Year Collection 2021,Radio Advertisement,2021-06-17,2021-06-24,East Coast,125362.02,1140443,9844,108,1.1,-67.99
98a558f9-7fb5-4f8b-af4d-b74f1a79a682,New Year Deals 2024,Email Marketing,2023-12-10,2024-01-09,Southern States,18468.61,438282,10309,211,2.05,348.01
4e544bff-b751-40e7-8e8c-c71d4659b5c0,New Year Collection 2024,Online Display Ads,2024-02-02,2024-02-09,Middle-aged (41-60),41999.51,2455896,22562,719,3.19,153.07
a553cf2b-6b39-4759-a83b-1af013554356,New Year Discount 2021,In-Store Promotion,2021-05-22,2021-06-21,West Coast,26678.98,1840051,0,4583,30.88,8027.18
8a7e3b53-8386-42a8-a3b8-8a3c13071bbf,New Year Discount 2022,Print Advertisement,2022-08-03,2022-10-02,High-Value Customers,79211.67,4471886,30902,992,3.21,795.1
0a6c0dfa-8740-4ced-8d20-08ed838e912c,New Year Event 2021,In-Store Promotion,2020-12-14,2021-02-12,Young Adults (18-25),5011.24,409539,2871,649,22.61,1520.44
69febf17-1e71-403a-9fc0-5d9fe06cd3e6,New Year Promotion 2023,In-Store Promotion,2022-12-24,2023-01-07,High-Value Customers,24340.88,319196,1146,230,20.07,397.94
fdc3fc9c-58a8-4a58-8b6f-bd1cf56baa77,New Year Promotion 2024,In-Store Promotion,2024-03-20,2024-04-19,East Coast,16531.42,1390451,12961,2986,23.04,4804.99
54560f9e-114a-41da-9775-ae932ea549cb,New Year Sale 2024,Search Engine Marketing,2024-03-26,2024-05-25,Inactive Customers,47180.97,2526923,149983,21705,14.47,7946.05
b2c86f77-4ead-42e6-a0f5-67ce532e505c,New Year Special 2020,Email Marketing,2020-03-30,2020-05-14,East Coast,15819.2,75897,1291,94,7.28,11.39
06ba20c8-d222-4dbf-a1b5-c9ecc3e8db3d,New Year Deals 2020,Influencer Marketing,2020-07-14,2020-07-28,Seniors (60+),28530.21,1953081,6346,222,3.5,100.6
d9dd9e70-e314-460c-96d8-f315db289480,New Year Special 2023,TV Advertisement,2023-05-07,2023-07-06,Midwest,65507.83,769782,2197,88,4.01,-32.97
aedad518-49f9-47f7-b515-249d7268f41b,Spring Collection 2021,Email Marketing,2021-11-14,2021-12-14,Adults (26-40),6534.09,276410,4631,357,7.71,2340.87
e6cdb1f3-8768-4404-b775-e830ab7c8575,Spring Discount 2022,Influencer Marketing,2022-04-03,2022-04-17,Young Adults (18-25),54080.16,3308640,10283,321,3.12,195.9
05d8ea20-b45f-40ee-be1b-0e4d02549d16,Spring Discount 2024,Influencer Marketing,2024-01-22,2024-03-22,Inactive Customers,45328.14,179549,1258,42,3.34,-73.98
47e32b9e-062b-4b55-923d-77f542a493e0,Spring Special 2021,Search Engine Marketing,2020-12-08,2021-01-07,New Customers,10185.73,0,2617,0,7.18,689.32
bad58a6a-51b7-4b82-93cd-f199baf8c4e0,Spring Event 2021,Radio Advertisement,2021-01-04,2021-01-18,Middle-aged (41-60),76717.41,1628488,14408,640,4.44,88.87
ed3a2d04-c6d0-442d-8bbd-2074269b8e09,Spring Event 2022,TV Advertisement,2022-10-10,2022-11-24,Kitchen Enthusiasts,104643.17,8395186,65443,2916,4.46,780.28
aa2660d4-9e7f-4c5d-a8a2-46b4abf953d4,Spring Promotion 2020,Print Advertisement,2020-06-22,2020-09-20,Loyal Customers,54228.74,5181268,20771,515,2.48,82.93
a910a5e0-b762-4ea7-a49e-80c707c0147b,Spring Promotion 2023,Radio Advertisement,2023-05-14,2023-06-28,In-Store Shoppers,120819.71,4050106,40371,1671,4.14,295.36
44febcdd-01e2-4d69-94e0-34ed804d8488,Spring Special 2024,Radio Advertisement,2024-10-16,2024-11-15,Home Improvement,53108.96,1254433,7481,332,4.44,186.25
